@relation 'raw_new-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-7,9-18,20-21,23-36,38-39,41-43,45-73,75-76,78-80-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R1'

@attribute MET numeric
@attribute INSUL numeric
@attribute TAAV numeric
@attribute VELAV numeric
@attribute RH numeric
@attribute dayav_ta numeric
@attribute dayav_rh numeric

@data
1,0.77,22.26,0.08,66.396958,20.555556,55
1.2,0.69,21.93,0.15,67.695797,20.555556,55
1.2,0.63,23.68,0.08,59.740923,20.555556,55
1.4,0.61,21.82,0.13,68.509228,20.555556,55
1,0.83,21.37,0.12,70.842031,20.555556,55
1.4,0.91,22.54,0.05,65.861531,20.555556,55
1.4,0.61,23.49,0.02,59.691491,20.555556,55
1.2,0.6,23.57,0.09,59.450115,18.888889,55
1,0.95,23.16,0.04,65.219067,18.888889,55
1.2,0.99,22.1,0.04,62.835037,18.888889,55
1,0.88,22.87,0.07,69.628287,18.888889,55
1.4,0.43,21.98,0.11,65.418346,18.888889,55
1,1.26,21.89,0.07,64.661293,18.888889,55
1.2,0.84216,22.96,0.05,44.68,10.555556,77.5
1,0.73092,23.47,0.09,43.49,10.555556,77.5
1.2,0.459,23.2,0.05,44.09,10.555556,77.5
1,0.91632,23.16,0.06,44.08,10.555556,77.5
1,0.82828,22.7,0.1,45.01,10.555556,77.5
1.2,1.03992,22.71,0.07,44.93,10.555556,77.5
1.2,1.06896,22.76,0.06,44.84,10.555556,77.5
1.2,0.92868,22.95,0.06,44.48,10.555556,77.5
1.2,0.55788,22.98,0.05,44.5,10.555556,77.5
1,0.71888,22.94,0.1,44.44,10.555556,77.5
1.2,0.768,22.58,0.04,45.24,10.555556,77.5
1.2,0.66912,22.87,0.07,44.5,10.555556,77.5
1.2,0.74328,23.1,0.06,43.93,10.555556,77.5
1.4,0.63204,22.93,0.05,44.55,10.555556,77.5
1.2,0.86688,22.97,0.05,44.47,10.555556,77.5
1.2,1.18824,22.98,0.07,44.48,10.555556,77.5
1,0.68148,23.06,0.07,44.28,10.555556,77.5
1,0.77358,22.85,0.05,45.12,10.555556,77.5
1,1.1346,22.89,0.06,44.67,10.555556,77.5
1,0.93768,22.89,0.05,45.54,12.222222,77.5
1,0.87924,23.05,0.04,45.58,12.222222,77.5
1.2,1.077,23.21,0.05,45.95,12.222222,77.5
1,1.15116,23.68,0.08,44.89,12.222222,77.5
1.2,1.077,23.73,0.08,44.86,12.222222,77.5
1,0.77358,23.67,0.08,45.09,12.222222,77.5
1.2,0.92674,23.56,0.05,45.17,12.222222,77.5
1.4,0.8298,22.97,0.05,46.48,12.222222,77.5
1.2,1.0152,22.81,0.06,47,12.222222,77.5
1.2,0.66912,22.94,0.07,46.38,12.222222,77.5
1,1.02756,23.15,0.06,45.77,12.222222,77.5
1.2,1.12644,22.9,0.08,45.84,12.222222,77.5
1.2,0.95956,23.14,0.06,45.29,12.222222,77.5
1.2,0.87204,23.19,0.08,45.17,12.222222,77.5
1,0.77358,23.25,0.1,45.03,12.222222,77.5
1,0.697,22.74,0.11,46.29,12.222222,77.5
1.2,0.75564,22.98,0.08,45.57,12.222222,77.5
1.2,0.66912,23.23,0.12,44.9,12.222222,77.5
1,1.077,23.04,0.08,45.47,12.222222,77.5
1.2,0.68148,22.99,0.07,45.56,12.222222,77.5
1.2,0.93768,22.78,0.08,46.21,12.222222,77.5
1.2,1.05228,22.96,0.08,45.59,12.222222,77.5
1.2,0.66912,23.26,0.07,45.08,12.222222,77.5
1.4,0.85452,23.18,0.04,45.13,12.222222,77.5
1.2,0.459,23.19,0.05,45.14,12.222222,77.5
1,1.03614,22.97,0.07,45.81,12.222222,77.5
1,0.71856,23.01,0.06,45.72,12.222222,77.5
1,0.78036,23.1,0.04,45.3,11.111111,77.5
1,0.74076,23.29,0.05,44.95,11.111111,77.5
1.4,0.65676,23.08,0.05,45.93,11.111111,77.5
1.2,0.4782,23.17,0.06,45.94,11.111111,77.5
1.4,1.22532,23.4,0.07,45.39,11.111111,77.5
1.2,0.8298,23.5,0.1,45.31,11.111111,77.5
1.2,0.78036,23.46,0.05,45.56,11.111111,77.5
1.2,0.7517,23.36,0.05,45.85,11.111111,77.5
1.2,1.02756,23.34,0.06,45.87,11.111111,77.5
1.2,0.90396,23.33,0.09,45.97,11.111111,77.5
1,0.8916,23.46,0.09,45.31,11.111111,77.5
1.4,0.459,23.18,0.05,46.01,11.111111,77.5
1,0.81744,22.81,0.09,45.61,11.111111,77.5
1.2,0.46726,22.78,0.1,45.83,11.111111,77.5
1.2,0.91632,22.63,0.04,46.39,11.111111,77.5
1,1.05802,22.99,0.06,45.05,11.111111,77.5
1,0.8611,23.14,0.11,44.56,11.111111,77.5
1,0.85016,22.96,0.05,45.33,11.111111,77.5
1,0.85452,23.31,0.09,44.02,11.111111,77.5
1.2,0.768,22.98,0.06,45,11.111111,77.5
1.4,0.84216,23.06,0.08,44.76,11.111111,77.5
1.2,1.02756,22.67,0.05,43.02,11.180556,77.5
1.2,1.0252,23.19,0.07,42.68,11.180556,77.5
1,0.93768,23.33,0.05,42.49,11.180556,77.5
1.2,0.75564,23.67,0.14,41.54,11.180556,77.5
1.2,0.459,23.46,0.05,42.49,11.180556,77.5
1.2,0.90486,23.77,0.06,41.94,11.180556,77.5
1.2,0.79546,23.57,0.05,42.54,11.180556,77.5
1,1.05228,23.82,0.08,41.81,11.180556,77.5
1.2,0.91632,23.13,0.06,43.67,11.180556,77.5
1.2,0.9534,23.17,0.05,43.06,11.180556,77.5
1,0.77358,23.18,0.07,42.54,11.180556,77.5
1.2,0.84216,23.09,0.07,42.22,11.180556,77.5
1.2,0.8064,22.97,0.08,42.32,11.180556,77.5
1,0.67512,22.23,0.09,42.59,11.180556,77.5
1,0.6444,22.69,0.06,41.59,11.180556,77.5
1.4,0.60732,22.87,0.05,41.29,11.180556,77.5
1.2,0.59496,22.88,0.07,41.28,11.180556,77.5
1,0.68148,22.75,0.07,41.83,11.180556,77.5
1.4,0.66912,22.81,0.05,41.82,11.180556,77.5
1.2,0.768,22.73,0.05,42.07,11.180556,77.5
1,0.82828,22.79,0.08,42.17,11.180556,77.5
1,0.8298,22.81,0.07,42.26,11.180556,77.5
1.4,0.91632,23.06,0.09,41.95,11.180556,77.5
1,0.768,22.74,0.07,45.55,10.833333,77.5
1,0.768,23.07,0.05,45.57,10.833333,77.5
1.2,0.99048,23.31,0.06,45.53,10.833333,77.5
1.2,0.7517,23.32,0.06,45.78,10.833333,77.5
1,0.60732,23.35,0.07,45.9,10.833333,77.5
1.2,0.8064,23.24,0.04,46.37,10.833333,77.5
1.2,0.92868,23.47,0.06,45.83,10.833333,77.5
1.2,0.96576,23.34,0.05,46.37,10.833333,77.5
1.2,1.18824,23.4,0.05,46.3,10.833333,77.5
1.2,1.04708,23.44,0.09,46.34,10.833333,77.5
1,0.88298,23.32,0.08,46.94,10.833333,77.5
1.2,0.57024,23.31,0.05,46.67,10.833333,77.5
1,0.92868,23.3,0.06,46.72,10.833333,77.5
1.2,0.8916,22.99,0.05,47.69,10.833333,77.5
1.2,0.8916,22.76,0.06,47.9,10.833333,77.5
1,1.10178,22.81,0.06,48.04,10.833333,77.5
1.4,0.768,22.83,0.11,47.63,10.833333,77.5
1.4,0.71888,23.02,0.08,47.15,10.833333,77.5
1,1.10172,23.16,0.1,46.86,10.833333,77.5
1.4,0.99238,22.62,0.08,48.31,10.833333,77.5
1.4,0.87924,22.94,0.05,47.49,10.833333,77.5
0.938567,0.98,25,0.15,63,21.205,86.95
1.65529,0.57,25,0.25,63,21.205,86.95
1.177474,0.77,20.8,0.66,72,21.205,86.95
1.006826,0.88,24.2,0.24,58,21.205,86.95
1.706485,0.95,23.5,0.08,56,21.205,86.95
1.706485,0.35,23.8,0.26,57,21.205,86.95
1.706485,0.62,23,0.15,58,21.205,86.95
1.706485,0.48,25.5,0.25,56,20.435,95
1.040956,0.82,23.2,0.35,67,20.435,95
1.877133,0.42,25.4,0.08,57,20.435,95
1.177474,0.76,22.7,0.63,67,20.435,95
1.023891,0.8,23.3,0.09,60,20.435,95
1.245734,0.57,22.2,0.2,69,20.435,95
1.791809,0.39,25,0.23,52,19.1,91.45
1.365188,0.52,22.3,0.35,65,19.1,91.45
1.245734,0.57,23.4,0.22,68,19.1,91.45
1.348123,0.77,25.9,0.37,59,19.1,91.45
1.365188,0.9,25.9,0.28,59,19.1,91.45
1.09215,0.9,24.8,0.19,62,19.1,91.45
1.706485,0.51,24.2,0.07,56,19.1,91.45
1.450512,0.48,22.5,0.14,59,19.1,91.45
1.467577,0.6,22.5,0.17,59,19.1,91.45
1.416382,0.57,22.1,0.26,72,23.32,92.7
1.228669,0.9,21.9,0.46,73,23.32,92.7
1.177474,0.67,22,0.2,66,23.32,92.7
1.16041,0.43,21.6,0.46,73,23.32,92.7
1.313993,0.39,21.9,0.27,71,23.32,92.7
1.023891,1.27,21.9,0.12,70,23.32,92.7
0.938567,0.86,22.5,0.25,66,23.32,92.7
1.006826,0.94,22.5,0.25,66,23.32,92.7
1.194539,0.67,25.8,0.05,50,20.405,90.5
0.938567,0.82,23.3,0.09,58,20.405,90.5
1.296928,0.63,22.5,0.04,53,20.405,90.5
1.279863,0.75,21.3,0.09,48,20.405,90.5
1.023891,0.89,23.8,0.14,59,20.405,90.5
1.109215,0.83,23.8,0.15,59,20.405,90.5
1.143345,0.72,22.9,0.45,61,20.405,90.5
1.467577,0.89,26.3,0.09,57,20.405,90.5
1.109215,0.78,24.9,0.15,54,17.89,91.55
1.211604,0.86,24.5,0.08,54,17.89,91.55
1.604096,0.81,24.7,0.01,53,17.89,91.55
1.279863,0.67,23,0.23,59,17.89,91.55
1.09215,0.81,22.3,0.25,57,17.89,91.55
1.706485,0.39,24,0.07,50,17.89,91.55
1.228669,0.66,23,0.23,59,17.89,91.55
1.313993,0.84,20.6,0.75,53,18.21,89.6
1.706485,0.51,23.6,0.05,40,18.21,89.6
1.109215,1.14,22.9,0.14,41,14.34,81.37
1.122014,0.67,23.4,0.07,40,14.34,81.37
1.194539,0.4,22.1,0.44,42,14.34,81.37
1.151877,0.46,23.6,0.07,40,14.34,81.37
1.15913,0.91,23.7,0.02,41,14.34,81.37
1.322526,0.81,23,0.11,42,14.34,81.37
1.00256,0.75,22.9,0.09,42,14.34,81.37
1.237201,1.03,22.9,0.06,43,14.34,81.37
1.365188,0.57,23.1,0.06,42,14.34,81.37
1.173208,0.84,26.3,0.06,37,18.985,68.075
1.151877,0.61,26.2,0.05,38,18.985,68.075
2.616041,0.51,25.1,0.1,37,18.985,68.075
1.501706,0.62,25.2,0.33,37,18.985,68.075
1.322526,0.46,25.2,0.33,37,18.985,68.075
0.985495,0.72,20.3,0.58,49,18.985,68.075
1.706485,0.52,22.7,0.21,46,18.985,68.075
1.40785,0.98,24,0.05,41,18.985,68.075
1.109215,0.79,23.8,0.07,43,18.985,68.075
1.109215,0.58,23.9,0.07,41,18.985,68.075
1.389078,0.4,23.9,0.07,41,18.985,68.075
0.938567,0.77,24.3,0.07,47,19.885,63.365
0.938567,0.75,24.4,0.01,47,19.885,63.365
0.938567,1.08,23.9,0.08,43,19.885,63.365
1.365188,0.35,23.4,0.1,46,19.885,63.365
1.275597,0.4,22.8,0.09,49,19.885,63.365
1.431314,0.57,23.2,0.16,50,19.885,63.365
1.262799,0.39,25,0.04,35,18.455,75.83
1.194539,0.83,24.8,0.03,37,18.455,75.83
0.938567,0.83,21,0.27,43,18.455,75.83
1.177474,0.9,24.4,0.03,32,18.455,75.83
1.706485,0.54,23,0.19,38,18.455,75.83
1.331058,0.41,24.8,0.09,34,18.455,75.83
1.109215,0.89,24.2,0.17,33,20.14,63.205
1.245734,0.72,22.8,0.2,39,20.14,63.205
1.501706,0.54,22.6,0.21,40,20.14,63.205
1.245734,0.45,25.6,0.06,32,20.14,63.205
1.177474,0.89,25.3,0.09,36,21.87,55.23
1.245734,0.79,22.3,0.19,42,21.87,55.23
0.972696,0.96,25.5,0.07,36,21.87,55.23
1.416382,0.48,22.1,0.21,43,21.87,55.23
1.399317,0.54,24.8,0.1,36,21.87,55.23
1.109215,0.98,25.7,0.08,37,21.87,55.23
1.62116,0.66,25.4,0.01,47,20.85,74.92
0.938567,0.91,25.9,0.01,47,20.85,74.92
1.211604,0.72,26.4,0.12,45,20.85,74.92
1.177474,0.89,26.2,0.24,44,20.85,74.92
1.706485,0.48,22.7,0.15,52,20.85,74.92
0.938567,0.83,24.9,0.18,49,19.215,82.485
1.023891,0.98,25.3,0.25,47,19.215,82.485
1.40785,0.69,24.5,0.12,53,19.215,82.485
1.572099,0.48,24.5,0.24,45,19.215,82.485
0.938567,1.11,25.4,0.1,45,19.215,82.485
1.109215,0.74,25.5,0.06,45,19.215,82.485
1.433447,0.32,25.4,0.08,44,19.215,82.485
1.164676,0.89,24.7,0.04,44,19.215,82.485
1.643558,0.4,25.4,0.02,52,19.215,82.485
1.109215,0.8,26.5,0.03,43,19.215,82.485
1.164676,0.89,22.9,0.07,33,14.61,78.535
1.243601,0.94,23.9,0.05,36,14.61,78.535
1.109215,0.67,24,0.05,34,14.61,78.535
1.365188,0.57,23.8,0.08,34,14.61,78.535
1.151877,0.44,24.3,0.1,34,14.61,78.535
1.258532,0.69,22.8,0.12,40,14.61,78.535
1.370307,0.89,22.7,0.04,38,14.61,78.535
1.386519,0.61,24.3,0.04,40,16.15,82.58
1.109215,0.98,23.9,0.09,40,16.15,82.58
0.938567,0.77,23.4,0.03,42,16.15,82.58
1.322526,0.48,24.6,0.03,39,16.15,82.58
1.045222,0.77,23.9,0.12,41,16.15,82.58
1.301195,0.44,23.8,0.07,40,16.15,82.58
1.109215,0.83,23.3,0.16,64,23.585,87.25
1.019625,0.84,23,0.25,66,23.585,87.25
1.262799,0.78,23,0.15,57,23.585,87.25
1.198805,0.53,21.9,0.09,54,23.585,87.25
0.84471,0.74,24,0.14,60,23.585,87.25
1.65529,0.92,24.4,0.1,62,23.585,87.25
1.198805,0.67,25.7,0.04,62,23.585,87.25
?,0.77,24.1,?,26.8,12.95,56.15
?,1.19,23.4,?,33.6,12.95,56.15
?,0.77,24.1,?,26.8,12.95,56.15
?,0.65,24.1,?,27.8,12.95,56.15
?,0.9,24.8,?,40.5,12.95,56.15
?,1.03,22.7,?,32,13.6,52.6
?,0.65,23.4,?,28,13.6,52.6
?,1.07,22.3,?,32.5,13.6,52.6
?,0.9,22,?,30.1,13.6,52.6
?,0.9,22,?,32,14.35,45.05
?,0.79,23.6,?,19,10.65,54.05
?,0.79,23.6,?,19.8,12.9,43.25
?,0.79,23.6,?,19.8,12.9,43.25
?,0.79,24.1,?,25.1,13.85,41.95
?,0.85,24.1,?,25.1,13.85,41.95
?,0.77,24.1,?,25.1,13.85,41.95
?,0.64,24.1,?,25.1,13.85,41.95
?,0.77,23,?,23.4,13.85,41.95
?,1.87,22.3,?,24.7,13.85,41.95
?,0.78,23,?,23.4,13.85,41.95
?,0.77,23,?,22.6,13.85,41.95
?,1.2,22.3,?,24.7,13.85,41.95
?,0.99,22.3,?,24.7,13.85,41.95
?,1.02,22.3,?,24.7,13.85,41.95
?,0.57,23,?,22.6,13.85,41.95
?,0.91,23.4,?,20.3,13.85,41.95
?,1.04,24.1,?,22.5,14.9,38.5
?,1.21,24.1,?,22.5,14.9,38.5
?,0.77,24.1,?,22.5,14.9,38.5
?,0.77,24.1,?,22.5,14.9,38.5
?,0.84,23.2,?,19.1,14.9,38.5
?,0.77,23,?,24.9,14.9,38.5
?,0.77,21.3,?,28.8,14.9,38.5
?,0.85,23,?,24.9,14.9,38.5
?,0.86,22.3,?,29.4,14.9,38.5
?,1.11,22.3,?,27.7,13.95,39.15
?,0.86,22,?,31.5,13.95,39.15
?,0.64,24.1,?,26.6,10.4,63.45
?,0.79,23.6,?,23,10.4,63.45
?,1.11,22,?,29.9,10.4,63.45
?,0.89,20.6,?,35.4,10.4,63.45
?,1.12,22,?,29.9,10.4,63.45
?,0.65,22,?,29.9,10.4,63.45
?,0.78,22.3,?,25.6,10.4,63.45
?,0.71,20.2,?,35.1,10.6,62.2
?,0.73,21.3,?,32.8,10.6,62.2
?,0.77,21.3,?,41.1,10.7,97.85
?,1.08,20.9,?,42.8,10.7,97.85
?,0.77,20.9,?,42.8,10.7,97.85
?,1.53,20.9,?,42.8,10.7,97.85
?,0.78,21.3,?,41.1,10.7,97.85
?,0.77,20.9,?,40.8,10.7,97.85
?,0.65,22,?,38.5,10.7,97.85
?,1.11,24.1,?,36.3,11.1,97.4
?,0.79,24.1,?,36.3,11.1,97.4
?,0.85,24.1,?,36.3,11.1,97.4
?,1.21,24.1,?,36.3,11.1,97.4
?,0.64,24.1,?,36.3,11.1,97.4
?,0.78,20.2,?,44.7,11.1,97.4
?,0.73,21.3,?,42,11.1,97.4
?,0.78,23.6,?,37.1,11.65,96.65
?,0.77,23.6,?,38,11.9,96.7
?,1.11,24.1,?,39.6,12.1,96.5
?,0.64,24.1,?,39.6,12.1,96.5
?,0.79,24.1,?,39.6,12.1,96.5
?,0.77,21.6,?,46.1,12.1,96.5
?,1.66,21.6,?,46.2,12.1,96.5
?,1.19,21.6,?,45.5,12.1,96.5
?,0.77,20.9,?,46.4,12.1,96.5
?,1.11,21.6,?,45.5,12.1,96.5
?,0.77,22,?,44.7,12.1,96.5
?,0.73,20.9,?,46.4,12.1,96.5
?,0.85,24.5,?,40.2,12.1,97.2
?,0.77,23.6,?,39.4,12.1,97.2
?,0.82,21.6,?,45.1,12.1,97.2
?,1.08,21.6,?,47.3,12.1,97.2
?,0.91,21.6,?,46.1,12.1,97.2
?,0.76,20.6,?,48,12.1,97.2
?,1.45,25.2,?,47.7,17.9,88.45
?,1.11,25.2,?,48.3,17.9,88.45
?,0.72,25.2,?,48.3,17.9,88.45
?,0.85,25.2,?,48.3,17.9,88.45
?,0.64,25.2,?,48.3,17.9,88.45
?,0.77,22.7,?,55.6,17.9,88.45
?,1.23,21.6,?,56.2,17.9,88.45
?,0.82,22.7,?,53,17.9,88.45
?,1.11,22.7,?,53,17.9,88.45
?,0.57,22.7,?,55.6,17.9,88.45
?,0.65,22.7,?,55.6,17.9,88.45
?,0.77,25.2,?,47.2,18.4,85.4
?,1.21,22.3,?,52.2,18.4,85.4
?,0.73,22.3,?,52.2,18.4,85.4
?,0.72,25.5,?,46.1,19.05,78.05
?,0.85,25.5,?,46.1,19.05,78.05
?,0.64,25.5,?,46.1,19.05,78.05
?,0.77,22,?,53.7,19.05,78.05
?,1.12,23,?,49.7,19.05,78.05
?,0.82,21.6,?,56.1,19.05,78.05
?,0.57,22,?,53.7,19.05,78.05
?,1.25,22.3,?,53.2,19.05,78.05
?,0.73,22,?,52.2,19.05,78.05
?,1.11,25.5,?,46.7,19.2,77.1
?,0.77,25.5,?,46.7,19.2,77.1
?,0.79,23.2,?,49.4,19.2,77.1
?,0.77,23.2,?,49.4,19.2,77.1
?,0.77,23,?,49.7,19.2,77.1
?,1.11,23,?,49.7,19.2,77.1
?,0.57,23.4,?,50.7,19.2,77.1
?,1.11,24.1,?,42.4,15.25,76.75
?,0.63,24.1,?,42.4,15.25,76.75
?,0.87,24.1,?,42.4,15.25,76.75
?,0.85,22.8,?,44.4,15.25,76.75
?,0.95,22.8,?,44.4,15.25,76.75
?,0.77,22.8,?,44.4,15.25,76.75
?,0.89,21.3,?,50.5,15.25,76.75
?,1.02,21.6,?,47.8,15.25,76.75
?,0.82,21.6,?,47.8,15.25,76.75
?,0.78,23,?,44,15.25,76.75
?,0.85,24.5,?,41.9,15.7,74.95
?,0.55,22.8,?,44.7,15.7,74.95
?,0.55,23.2,?,44.7,15.7,74.95
?,1.12,22,?,46.3,15.7,74.95
?,1.2,22,?,46.3,15.7,74.95
?,0.95,25.2,?,35.3,17.9,59
?,0.63,25.2,?,35.3,17.9,59
?,0.85,25.2,?,35.3,17.9,59
?,0.55,23.6,?,40.4,17.9,59
?,0.87,23.6,?,40.4,17.9,59
?,1,23.6,?,40.4,17.9,59
?,1.42,23.6,?,40.4,17.9,59
?,0.87,23.6,?,40.4,17.9,59
?,0.77,23.6,?,40.4,17.9,59
?,0.77,23.8,?,36,17.9,59
?,0.77,23,?,37.3,17.9,59
?,0.77,22.7,?,39.9,17.9,59
?,0.6,23.8,?,36,17.9,59
?,0.76,22,?,43.8,17.9,59
?,0.78,23.4,?,36.5,17.9,59
?,0.9,23.6,?,39.7,17.6,59.9
?,0.77,23.6,?,39.7,17.6,59.9
?,0.87,24.1,?,33,10.25,73.3
?,1.23,23.2,?,35.2,10.25,73.3
?,1.23,23.2,?,35.2,10.25,73.3
?,0.71,23.2,?,35.2,10.25,73.3
?,0.77,23.2,?,35.2,10.25,73.3
?,1.24,22.3,?,33.7,10.25,73.3
?,0.78,22.3,?,33.7,10.25,73.3
?,0.91,23.4,?,33.6,10.25,73.3
?,1.11,23.8,?,32.4,11.6,70.9
?,1.19,23.8,?,32.4,11.6,70.9
?,0.78,23.2,?,34.9,11.6,70.9
?,0.71,23.2,?,34.9,11.6,70.9
?,0.79,23.2,?,34.9,11.6,70.9
?,0.57,24.1,?,29.3,14.6,51.85
?,0.85,24.1,?,29.3,14.6,51.85
?,0.72,24.1,?,29.3,14.6,51.85
?,1.23,22.8,?,32.4,14.6,51.85
?,0.78,22.8,?,32.4,14.6,51.85
?,0.73,22.8,?,32.4,14.6,51.85
?,0.74,22.8,?,32.4,14.6,51.85
?,0.79,22.8,?,32.4,14.6,51.85
?,0.71,22.7,?,29.4,14.6,51.85
?,1.53,23.4,?,27.2,14.6,51.85
?,0.79,22,?,32.5,14.6,51.85
?,0.43,23,?,28.5,14.6,51.85
?,0.78,23,?,28.5,14.6,51.85
?,0.89,22,?,33.7,14.6,51.85
?,0.78,22.7,?,29.4,14.6,51.85
?,0.91,22,?,31.4,14.6,51.85
?,0.87,22.7,?,29.4,14.6,51.85
?,0.6,24.5,?,27.2,14.9,49.3
?,0.77,22.8,?,31.6,14.9,49.3
?,1.21,23,?,26.7,14.9,49.3
?,1.33,22.3,?,27.8,14.9,49.3
?,0.87,21.6,?,33.2,14.9,49.3
?,0.57,21.6,?,33.2,14.9,49.3
?,0.82,22.3,?,27.8,14.9,49.3
?,0.57,23,?,26.7,14.9,49.3
?,0.85,23.4,?,29.2,14.9,49.3
?,0.79,24.1,?,31.9,10.55,70.2
?,1.19,24.1,?,31.9,10.55,70.2
?,0.73,23.2,?,34.5,10.55,70.2
?,0.77,23.2,?,34.5,10.55,70.2
?,0.77,22,?,33.9,10.55,70.2
?,0.77,21.3,?,37.1,10.55,70.2
?,0.77,21.6,?,34.7,10.55,70.2
?,0.87,20.9,?,38.9,10.55,70.2
?,1.02,20.9,?,38.9,10.55,70.2
?,0.9,20.9,?,38.9,10.55,70.2
?,0.82,20.9,?,38.9,10.55,70.2
?,0.91,22,?,33,10.55,70.2
?,0.65,22,?,33,10.55,70.2
?,0.98,22,?,35.6,10.55,70.2
?,0.91,23.4,?,34.4,10.55,70.2
?,0.87,24.1,?,31.4,10.6,69.5
?,0.81,23.2,?,33.4,10.6,69.5
?,0.51,23.2,?,33.4,10.6,69.5
?,1.36,23.2,?,33.4,10.6,69.5
?,1.07,23.2,?,33.4,10.6,69.5
?,0.77,22,?,32.6,10.6,69.5
?,1.21,22,?,32.6,10.6,69.5
?,0.72,23.8,?,26.6,12,55.4
?,0.87,23.8,?,26.6,12,55.4
?,0.77,23.8,?,26.6,12,55.4
?,1.07,23.6,?,28.4,12,55.4
?,0.66,23.6,?,28.4,12,55.4
?,0.77,23.6,?,28.4,12,55.4
?,0.77,23.8,?,29.1,12,55.4
?,0.55,23,?,33.7,12,55.4
?,0.87,22.3,?,33,12,55.4
?,1.2,23.8,?,29.1,12,55.4
?,1,22,?,34.2,12,55.4
?,0.9,22,?,34.2,12,55.4
?,1.21,23.8,?,29.1,12,55.4
?,1.26,22.7,?,34.1,12,55.4
?,0.46,23,?,33.7,12,55.4
?,0.64,22.7,?,34.1,12,55.4
?,0.91,23,?,26.2,12,55.4
?,0.98,23.4,?,26,12.4,50.4
?,0.6,23.4,?,26,12.4,50.4
?,0.81,23.6,?,27.5,12.4,50.4
?,0.73,23.6,?,27.5,12.4,50.4
?,0.72,23.6,?,27.5,12.4,50.4
?,0.77,22.3,?,32,12.4,50.4
?,0.99,22.7,?,33.7,12.4,50.4
?,0.73,23,?,29.3,12.4,50.4
?,0.65,23.8,?,26.6,8.2,71.6
?,0.87,23.8,?,26.6,8.2,71.6
?,0.77,23.8,?,26.6,8.2,71.6
?,0.64,23.2,?,28.2,8.2,71.6
?,0.89,23.2,?,28.2,8.2,71.6
?,0.9,23.2,?,28.2,8.2,71.6
?,0.85,23.2,?,28.2,8.2,71.6
?,0.77,23.2,?,28.2,8.2,71.6
?,0.72,22.7,?,33.5,8.2,71.6
?,0.78,22.7,?,31,8.2,71.6
?,1.11,22.3,?,33.5,8.2,71.6
?,1.53,23.4,?,26.6,9.2,66.4
?,0.51,23.2,?,27.7,9.2,66.4
?,0.74,23.2,?,27.7,9.2,66.4
?,1.08,20.9,?,37.5,9.2,66.4
?,1.21,20.9,?,37.5,9.2,66.4
?,0.71,21.6,?,34.7,9.2,66.4
?,0.73,22.7,?,28.9,9.2,66.4
?,0.72,23.4,?,26.7,9.2,66.4
?,1.53,23.8,?,28.2,9.6,61.3
?,0.65,23.8,?,28.2,9.6,61.3
?,0.81,23.8,?,28.2,9.6,61.3
?,0.64,23.2,?,27.4,9.6,61.3
?,0.51,23.2,?,27.4,9.6,61.3
?,1.23,23.2,?,27.4,9.6,61.3
?,0.77,23.2,?,27.4,9.6,61.3
?,0.77,22,?,34.7,9.6,61.3
?,1.11,21.3,?,32.8,9.6,61.3
?,0.77,21.3,?,32.8,9.6,61.3
?,1.21,20.9,?,37,9.6,61.3
?,0.73,21.6,?,34.2,9.6,61.3
?,1.29,22,?,34.7,9.6,61.3
?,1.21,22,?,33.5,9.6,61.3
?,0.77,22,?,33.5,9.6,61.3
?,0.74,24.1,?,26.1,9.6,63.1
?,0.9,23.2,?,27.4,9.6,63.1
?,0.77,21.3,?,33.3,9.6,63.1
?,1.06,21.3,?,34.2,9.6,63.1
?,0.73,21.3,?,33.5,9.6,63.1
?,1.11,23.8,?,25,8.95,64.2
?,0.85,23.8,?,25,8.95,64.2
?,0.81,23.8,?,25,8.95,64.2
?,0.87,23.8,?,25,8.95,64.2
?,0.77,23.8,?,25,8.95,64.2
?,1.13,23.2,?,24.9,8.95,64.2
?,0.77,22.3,?,29.2,8.95,64.2
?,0.82,21.3,?,31,8.95,64.2
?,1.23,22.3,?,31.5,8.95,64.2
?,1.27,21.3,?,33.1,8.95,64.2
?,1.09,21.3,?,33.1,8.95,64.2
?,0.73,21.3,?,33.1,8.95,64.2
?,0.78,22.3,?,31.5,8.95,64.2
?,0.73,22.3,?,29.2,8.95,64.2
?,0.73,23,?,25.1,8.95,64.2
?,1.32,23.2,?,24.9,9.4,56.85
?,1.22,23.2,?,24.9,9.4,56.85
?,0.77,23.2,?,24.9,9.4,56.85
?,1.2,22,?,33.6,9.4,56.85
?,0.79,23,?,23.9,9.3,55.4
?,0.77,23.2,?,24.9,9.3,55.4
?,1.21,20.2,?,36.4,9.3,55.4
?,1.31,21.3,?,37.8,9.3,55.4
?,1.14,20.6,?,34.1,9.3,55.4
?,1.29,20.9,?,32.5,9.3,55.4
?,1.21,21.6,?,34.5,9.3,55.4
?,1.2,21.3,?,37.8,9.3,55.4
?,0.86,21.3,?,37.8,9.3,55.4
?,1.21,20.9,?,33.8,9.05,57.5
?,1.2,21.6,?,34.6,9.05,57.5
?,1.21,23.8,?,30.8,14.7,56
