@relation 'raw_new-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-7,9-18,20-21,23-36,38-39,41-43,45-73,75-76,78-80-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R1'

@attribute MET numeric
@attribute INSUL numeric
@attribute TAAV numeric
@attribute VELAV numeric
@attribute RH numeric
@attribute dayav_ta numeric
@attribute dayav_rh numeric

@data
1,0.7842,27,?,69,27.555556,81.55
1,0.682944,27,?,69,27.555556,81.55
1,0.7842,28,?,61,27.555556,81.55
1,0.682944,28,?,61,27.555556,81.55
1,0.7842,28,?,61,27.555556,81.55
1,0.682944,27,?,68,27.555556,81.55
1,0.682944,27,?,68,27.555556,81.55
1,0.682944,28,?,67,27.555556,81.55
1,0.682944,28,?,67,27.555556,81.55
1,0.682944,28,?,67,27.555556,81.55
1.2,0.682944,28,?,64,27.555556,81.55
1,0.682944,27,?,64,27.555556,81.55
1,0.682944,28,?,68,27.555556,81.55
1,0.7842,28,?,68,27.555556,81.55
1,0.682944,29,?,63,27.555556,81.55
1,0.682944,29,?,63,27.555556,81.55
1,0.682944,29,?,63,27.555556,81.55
1,0.682944,29,?,63,27.555556,81.55
1,0.682944,30,?,62,27.555556,81.55
1,0.7842,30,?,62,27.555556,81.55
1,0.682944,30,?,62,27.555556,81.55
1,0.682944,30,?,62,27.555556,81.55
1,0.682944,31,?,62,27.555556,81.55
1,0.682944,31,?,62,27.555556,81.55
1,0.682944,31,?,62,27.555556,81.55
1,0.682944,31,?,62,27.555556,81.55
1,0.682944,31,?,62,27.555556,81.55
1,0.682944,25,?,69,27.555556,81.55
1,0.7842,25,?,69,27.555556,81.55
1,0.682944,25,?,69,27.555556,81.55
1,0.7842,25,?,70,27.555556,81.55
1,0.7842,26,?,71,27.555556,81.55
1,0.7842,25,?,72,27.555556,81.55
1,0.9956,24,?,71,27.555556,81.55
1,0.682944,24,?,66,27.555556,81.55
1,0.7842,24,?,72,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.682944,26,?,63,27.555556,81.55
1,0.7842,25,?,66,27.555556,81.55
1,0.682944,26,?,63,27.555556,81.55
1,0.7842,26,?,67,27.555556,81.55
1,0.7842,25,?,71,27.555556,81.55
1,0.682944,26,?,72,27.555556,81.55
1,0.682944,26,?,72,27.555556,81.55
1,0.7842,26,?,72,27.555556,81.55
1,0.7842,26,?,72,27.555556,81.55
1,0.7842,26,?,66,27.555556,81.55
1,0.682944,28,?,65,27.555556,81.55
1,0.682944,27,?,70,27.555556,81.55
1,0.7842,27,?,68,27.555556,81.55
1,0.7842,28,?,61,27.555556,81.55
1,0.682944,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.682944,25,?,64,27.555556,81.55
1,0.682944,25,?,64,27.555556,81.55
1,0.7842,26,?,66,27.555556,81.55
1,0.682944,26,?,66,27.555556,81.55
1,0.682944,26,?,61,27.555556,81.55
1,0.7842,26,?,60,27.555556,81.55
1,0.7842,27,?,63,27.555556,81.55
1,0.7842,27,?,63,27.555556,81.55
1,0.682944,26,?,65,27.555556,81.55
1,0.7842,26,?,65,27.555556,81.55
1,0.7842,25,?,69,27.555556,81.55
1,0.682944,26,?,69,27.555556,81.55
1,0.7842,26,?,69,27.555556,81.55
1,0.682944,26,?,69,27.555556,81.55
1,0.7842,26,?,69,27.555556,81.55
1,0.7842,28,?,66,27.555556,81.55
1,0.7842,27,?,68,27.555556,81.55
1,0.682944,26,?,68,27.555556,81.55
1,0.7842,26,?,68,27.555556,81.55
1,0.7842,27,?,68,27.555556,81.55
1,0.682944,28,?,69,27.555556,81.55
1,0.682944,28,?,67,27.555556,81.55
1,0.7842,28,?,66,27.555556,81.55
1,0.682944,27,?,66,27.555556,81.55
1,0.682944,28,?,75,27.555556,81.55
1,0.682944,28,?,75,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.682944,25,?,64,27.555556,81.55
1,0.682944,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.682944,26,?,64,27.555556,81.55
1,0.7842,26,?,64,27.555556,81.55
1,0.7842,25,?,66,27.555556,81.55
1,0.7842,25,?,66,27.555556,81.55
1,0.7842,25,?,66,27.555556,81.55
1,0.7842,25,?,66,27.555556,81.55
1,0.7842,25,?,63,27.555556,81.55
1,0.682944,25,?,63,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.682944,24,?,65,27.555556,81.55
1,0.7842,24,?,65,27.555556,81.55
1,0.682944,24,?,65,27.555556,81.55
1,0.7842,24,?,65,27.555556,81.55
1,0.7842,24,?,65,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.682944,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,24,?,67,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.7842,25,?,64,27.555556,81.55
1,0.922016,24,?,64,27.555556,81.55
1,0.7842,24,?,64,27.555556,81.55
1,0.7842,24,?,64,27.555556,81.55
1,0.682944,24,?,64,27.555556,81.55
1,0.7842,24,?,64,27.555556,81.55
1,0.9956,24,?,64,27.555556,81.55
1,0.9956,24,?,64,27.555556,81.55
1,0.922016,24,?,64,27.555556,81.55
1,1.207,24,?,64,27.555556,81.55
1,1.207,24,?,64,27.555556,81.55
1,0.9956,25,?,64,27.555556,81.55
1,0.922016,25,?,64,27.555556,81.55
1,0.922016,25,?,64,27.555556,81.55
1,1.207,26,?,61,27.555556,81.55
1,0.7842,23,?,61,27.555556,81.55
1,0.682944,23,?,61,27.555556,81.55
1,0.7842,23,?,61,27.555556,81.55
1,0.7842,23,?,62,27.555556,81.55
1,0.9956,23,?,63,27.555556,81.55
1,0.7842,25,?,62,27.555556,81.55
1,0.7842,25,?,62,27.555556,81.55
1,0.9956,23,?,65,27.555556,81.55
0.989761,0.763126,18.3,0.1,59.1,28.05,81
1.194539,0.93218,19,0.28,71.3,28.05,81
1.194539,0.93218,19,0.1,71.3,28.05,81
1.194539,0.45653,19.3,0.15,49.8,28.05,81
1.587031,0.93218,19.3,0.1,49.8,28.05,81
1.587031,0.79477,19.3,0.05,49.8,28.05,81
1.194539,0.763126,19.4,0.35,35.6,28.05,81
1.194539,0.763126,19.4,0.2,35.6,28.05,81
1.194539,0.93218,19.4,0.4,35.6,28.05,81
1.194539,0.763126,20.5,0.2,37.6,28.05,81
1.194539,0.93218,20.5,0.1,37.6,28.05,81
1.194539,0.93218,20.5,0.4,37.6,28.05,81
1.194539,0.554243,20.8,0.1,63.8,28.05,81
0.989761,0.45653,20.8,0.45,63.8,28.05,81
1.587031,0.59394,20.8,0.01,63.8,28.05,81
1.587031,0.464972,20.9,0.1,63.2,28.05,81
1.194539,0.79477,21.2,0.01,60,28.05,81
0.989761,0.79477,21.2,0.15,60,28.05,81
0.989761,0.93218,21.2,0.1,60,28.05,81
0.989761,0.59394,21.2,0.1,60,28.05,81
0.989761,0.59394,21.2,0.25,60,28.05,81
1.194539,0.93218,21.2,0.1,60,28.05,81
0.989761,0.554243,21.6,0.05,49.8,28.05,81
1.194539,0.554243,21.6,0.05,49.8,28.05,81
0.989761,0.617211,21.6,0.15,50.4,28.05,81
0.989761,0.617211,21.6,0.15,50.4,28.05,81
0.989761,0.617211,21.6,0.15,50.4,28.05,81
0.989761,0.59394,21.6,0.01,49.8,28.05,81
1.194539,0.45653,21.6,0.1,56.4,28.05,81
1.194539,0.59394,21.6,0.15,50.4,28.05,81
0.989761,0.617211,21.8,0.01,57.4,28.05,81
0.989761,0.79477,21.8,0.05,57.4,28.05,81
1.194539,0.79477,21.8,0.15,57.4,28.05,81
1.194539,0.79477,21.8,0.05,57.4,28.05,81
0.989761,0.45653,21.8,0.1,57.4,28.05,81
0.989761,0.93218,21.8,0.1,57.4,28.05,81
1.194539,0.45653,21.8,0.1,57.4,28.05,81
0.989761,0.554243,21.9,0.01,59.7,28.05,81
0.989761,0.554243,21.9,0.05,59.7,28.05,81
0.989761,0.554243,21.9,0.1,61.1,28.05,81
0.989761,0.763126,21.9,0.1,61.1,28.05,81
0.989761,0.554243,21.9,0.1,61.1,28.05,81
0.989761,0.93218,21.9,0.25,59.7,28.05,81
0.989761,0.93218,21.9,0.1,61.1,28.05,81
0.989761,0.93218,21.9,0.01,59.7,28.05,81
0.989761,0.79477,21.9,0.25,61.1,28.05,81
0.989761,0.59394,21.9,0.22,61.1,28.05,81
0.989761,0.79477,21.9,0.2,61.1,28.05,81
0.989761,0.93218,21.9,0.1,61.1,28.05,81
0.989761,0.45653,21.9,0.1,61.1,28.05,81
0.989761,0.554243,22,0.1,59.2,28.05,81
0.989761,0.464972,22,0.1,59.9,28.05,81
0.989761,0.464972,22,0.1,59.2,28.05,81
0.989761,0.763126,22,0.1,59.2,28.05,81
0.989761,0.554243,22,0.1,59.2,28.05,81
0.989761,0.464972,22,0.1,59.2,28.05,81
0.989761,0.763126,22,0.1,59.2,28.05,81
0.989761,0.464972,22,0.25,59.2,28.05,81
0.989761,0.59394,22,0.05,59.2,28.05,81
0.989761,0.45653,22,0.1,59.2,28.05,81
0.989761,0.93218,22,0.1,59.2,28.05,81
1.194539,0.464972,22.4,0.1,61,28.05,81
1.587031,0.464972,22.4,0.1,61,28.05,81
1.194539,0.464972,22.4,0.1,61,28.05,81
1.194539,0.617211,22.4,0.2,61,28.05,81
1.194539,0.464972,22.4,0.1,61,28.05,81
1.194539,0.617211,22.4,0.1,61,28.05,81
1.194539,0.464972,22.4,0.18,61,28.05,81
1.194539,0.617211,22.4,0.1,61,28.05,81
1.194539,0.79477,22.4,0.2,61,28.05,81
1.194539,0.45653,22.4,0.2,61,28.05,81
1.587031,0.79477,22.4,0.28,61,28.05,81
1.587031,0.79477,22.4,0.45,61,28.05,81
1.194539,0.79477,22.4,0.15,61,28.05,81
1.194539,0.45653,22.4,0.2,61,28.05,81
0.989761,0.617211,22.6,0.2,59.8,28.05,81
0.989761,0.617211,22.6,0.1,59.8,28.05,81
0.989761,0.464972,22.6,0.15,59.8,28.05,81
0.989761,0.617211,22.6,0.05,52.3,28.05,81
1.194539,0.59394,22.6,0.2,59.8,28.05,81
1.194539,0.93218,22.6,0.1,59.8,28.05,81
0.989761,0.45653,22.6,0.2,52.3,28.05,81
1.194539,0.45653,22.6,0.01,52.3,28.05,81
1.194539,0.45653,22.6,0.05,52.3,28.05,81
0.989761,0.59394,22.6,0.05,52.3,28.05,81
0.989761,0.59394,22.6,0.1,52.3,28.05,81
0.989761,0.59394,22.6,0.1,52.3,28.05,81
0.989761,0.59394,22.6,0.1,52.3,28.05,81
0.989761,0.59394,22.6,0.05,52.3,28.05,81
0.989761,0.59394,22.6,0.05,52.3,28.05,81
0.989761,0.45653,22.6,0.5,52.3,28.05,81
0.989761,0.59394,22.6,0.05,52.3,28.05,81
0.989761,0.59394,22.6,0.1,52.3,28.05,81
1.194539,0.59394,22.6,0.05,52.3,28.05,81
0.989761,0.45653,22.6,0.05,52.3,28.05,81
0.989761,0.617211,22.8,0.05,48.4,28.05,81
1.194539,0.617211,22.8,0.15,58.9,28.05,81
0.989761,0.554243,22.8,0.1,58.9,28.05,81
0.989761,0.617211,22.8,0.1,58.9,28.05,81
0.989761,0.554243,22.8,0.4,58.9,28.05,81
0.989761,0.554243,22.8,0.1,58.9,28.05,81
1.194539,0.554243,22.8,0.1,58.9,28.05,81
1.194539,0.617211,22.8,0.35,58.9,28.05,81
0.989761,0.554243,22.8,0.1,58.9,28.05,81
0.989761,0.617211,22.8,0.15,58.9,28.05,81
0.989761,0.554243,22.8,0.15,58.9,28.05,81
0.989761,0.617211,22.8,0.1,42.9,28.05,81
0.989761,0.617211,22.8,0.05,42.9,28.05,81
0.989761,0.554243,22.8,0.05,42.9,28.05,81
0.989761,0.617211,22.8,0.05,42.9,28.05,81
1.194539,0.45653,22.8,0.01,48.4,28.05,81
1.194539,0.45653,22.8,0.23,48.4,28.05,81
1.194539,0.59394,22.8,0.15,48.4,28.05,81
1.194539,0.45653,22.8,0.1,48.4,28.05,81
1.194539,0.59394,22.8,0.01,48.4,28.05,81
1.194539,0.59394,22.8,0.05,48.4,28.05,81
1.194539,0.59394,22.8,0.05,48.4,28.05,81
1.194539,0.93218,22.8,0.13,58.9,28.05,81
0.989761,0.45653,22.8,0.1,58.9,28.05,81
1.194539,0.79477,22.8,0.3,58.9,28.05,81
1.194539,0.45653,22.8,0.1,58.9,28.05,81
